# Phases 	 model 	 model1down 	 model1up 	 model2down 	 model2up 	 model3down 	 model3up
-0.3034503450 	 20.7621819483 	 18.9851974468 	 22.4185145254 	 16.7662575471 	 24.1209370315 	 14.6740147730 	 25.3874915632
-0.3033303330 	 20.7701628898 	 18.9939538724 	 22.4254692879 	 16.7794941129 	 24.1277048716 	 14.6896958434 	 25.3960635596
-0.3032103210 	 20.7780781897 	 19.0045135553 	 22.4314195544 	 16.7937685731 	 24.1357929973 	 14.7053759633 	 25.4053216167
-0.3030903090 	 20.7863648253 	 19.0143582318 	 22.4392237388 	 16.8042672986 	 24.1423267183 	 14.7210551205 	 25.4145679129
-0.3029702970 	 20.7939311247 	 19.0260658497 	 22.4451815565 	 16.8174319318 	 24.1490826089 	 14.7367333024 	 25.4238024400
-0.3028502850 	 20.8017338642 	 19.0372537630 	 22.4522363992 	 16.8307260045 	 24.1568782903 	 14.7524104968 	 25.4330251902
-0.3027302730 	 20.8086941995 	 19.0468683353 	 22.4573397350 	 16.8464933414 	 24.1611716528 	 14.7680866910 	 25.4422361554
-0.3026102610 	 20.8161234443 	 19.0552304868 	 22.4648922914 	 16.8573963889 	 24.1681446480 	 14.7837618727 	 25.4514353276
-0.3024902490 	 20.8243726639 	 19.0648733584 	 22.4734721037 	 16.8700332934 	 24.1751031512 	 14.7994360294 	 25.4586467587
-0.3023702370 	 20.8334436511 	 19.0736407732 	 22.4822563343 	 16.8831692724 	 24.1820471581 	 14.8151091484 	 25.4654950100
-0.3022502250 	 20.8412295992 	 19.0801241698 	 22.4896128206 	 16.8960897521 	 24.1889766645 	 14.8307812173 	 25.4721896502
-0.3021302130 	 20.8484726619 	 19.0879953018 	 22.4975512600 	 16.9074810843 	 24.1971731336 	 14.8464522235 	 25.4788680038
-0.3020102010 	 20.8571330723 	 19.0958892279 	 22.5045728873 	 16.9188697911 	 24.2061014504 	 14.8621221544 	 25.4855300611
-0.3018901890 	 20.8648288069 	 19.1049613550 	 22.5111577958 	 16.9302558540 	 24.2196897019 	 14.8777909973 	 25.4921758333
-0.3017701770 	 20.8736972166 	 19.1128743895 	 22.5226530993 	 16.9416392665 	 24.2290713492 	 14.8903535786 	 25.4988053040
-0.3016501650 	 20.8820856967 	 19.1194731052 	 22.5283463441 	 16.9530200218 	 24.2354870038 	 14.9075463829 	 25.5054184842
-0.3015301530 	 20.8910912377 	 19.1307439476 	 22.5381513867 	 16.9643981134 	 24.2413033792 	 14.9238052527 	 25.5120381263
-0.3014101410 	 20.8997588802 	 19.1393200639 	 22.5468591860 	 16.9736210072 	 24.2496869012 	 14.9358629136 	 25.5213112639
-0.3012901290 	 20.9071919495 	 19.1497496173 	 22.5526272862 	 16.9811029233 	 24.2615931400 	 14.9474046716 	 25.5302949908
-0.3011701170 	 20.9157379166 	 19.1585292477 	 22.5604416047 	 16.9929557888 	 24.2644147739 	 14.9589436417 	 25.5398232924
-0.3010501050 	 20.9238800419 	 19.1647672305 	 22.5675856139 	 17.0012021688 	 24.2710296790 	 14.9715743632 	 25.5449878396
-0.3009300930 	 20.9314138200 	 19.1751960517 	 22.5756908859 	 17.0134322104 	 24.2804661841 	 14.9880822067 	 25.5521243023
-0.3008100810 	 20.9401661315 	 19.1846697646 	 22.5830898162 	 17.0259155392 	 24.2888054573 	 15.0064692926 	 25.5602815187
-0.3006900690 	 20.9471285067 	 19.1953541810 	 22.5915609567 	 17.0382652654 	 24.2992978811 	 15.0248550082 	 25.5684222285
-0.3005700570 	 20.9534654740 	 19.2040762642 	 22.5984762817 	 17.0484263227 	 24.3068602001 	 15.0364191816 	 25.5765464433
-0.3004500450 	 20.9595139084 	 19.2155199580 	 22.6050967891 	 17.0562745594 	 24.3134395064 	 15.0492790018 	 25.5846541405
-0.3003300330 	 20.9670189896 	 19.2264288800 	 22.6120478275 	 17.0684048802 	 24.3187868247 	 15.0648084162 	 25.5927453230
-0.3002100210 	 20.9753557508 	 19.2383919263 	 22.6185342739 	 17.0805282889 	 24.3260951604 	 15.0803339488 	 25.6008199937
-0.3000900090 	 20.9813362045 	 19.2494106661 	 22.6267495227 	 17.0939346946 	 24.3362595809 	 15.0977784193 	 25.6088781302
-0.2999699970 	 20.9894963669 	 19.2568620720 	 22.6320282977 	 17.1053190522 	 24.3435778869 	 15.1161654660 	 25.6148305343
-0.2998499850 	 20.9972480786 	 19.2635610817 	 22.6398421035 	 17.1168568935 	 24.3508835661 	 15.1345545404 	 25.6186269139
-0.2997299730 	 21.0038678674 	 19.2731596078 	 22.6486826328 	 17.1289525178 	 24.3593609146 	 15.1529456124 	 25.6228207125
-0.2996099610 	 21.0111584101 	 19.2818604488 	 22.6575482128 	 17.1383078890 	 24.3671790955 	 15.1713386715 	 25.6298270877
-0.2994899490 	 21.0180355515 	 19.2902189946 	 22.6667549315 	 17.1449748539 	 24.3730897042 	 15.1897337070 	 25.6368175948
-0.2993699370 	 21.0258140553 	 19.2981567657 	 22.6746315743 	 17.1545061929 	 24.3789864002 	 15.2065628016 	 25.6437922154
-0.2992499250 	 21.0329492633 	 19.3044925295 	 22.6820368170 	 17.1681300368 	 24.3848691677 	 15.2222044880 	 25.6507509600
-0.2991299130 	 21.0405133053 	 19.3128075617 	 22.6880111174 	 17.1817503550 	 24.3907468525 	 15.2378447736 	 25.6576938101
-0.2990099010 	 21.0498407531 	 19.3209490967 	 22.6931325103 	 17.1953671504 	 24.3965944947 	 15.2509625949 	 25.6646207689
-0.2988898890 	 21.0586376141 	 19.3316922739 	 22.7012206002 	 17.2065704853 	 24.4054203168 	 15.2640010021 	 25.6715318398
-0.2987698770 	 21.0681031853 	 19.3386874262 	 22.7069207674 	 17.2207028640 	 24.4123188966 	 15.2770380869 	 25.6784270043
-0.2986498650 	 21.0755344073 	 19.3463920076 	 22.7141425459 	 17.2272028378 	 24.4183556003 	 15.2900738139 	 25.6853062729
-0.2985298530 	 21.0837542876 	 19.3555661531 	 22.7222991342 	 17.2286842936 	 24.4261538677 	 15.3031081884 	 25.6921696273
-0.2984098410 	 21.0904841128 	 19.3651699508 	 22.7290979359 	 17.2340362670 	 24.4356105186 	 15.3161412160 	 25.6989056414
-0.2982898290 	 21.0974793524 	 19.3756030129 	 22.7373131533 	 17.2476085877 	 24.4401784658 	 15.3291728612 	 25.7058486067
-0.2981698170 	 21.1038303416 	 19.3836429244 	 22.7448258956 	 17.2633135589 	 24.4447325873 	 15.3436560061 	 25.7126642167
-0.2980498050 	 21.1120533415 	 19.3913548807 	 22.7529407486 	 17.2704736817 	 24.4492728724 	 15.3591084757 	 25.7224304465
-0.2979297930 	 21.1192397621 	 19.4005822404 	 22.7626034275 	 17.2819947676 	 24.4537993244 	 15.3745567075 	 25.7322071874
-0.2978097810 	 21.1259109837 	 19.4097154537 	 22.7691783854 	 17.2959401403 	 24.4593313916 	 15.3900006666 	 25.7405025199
-0.2976897690 	 21.1340297327 	 19.4188410775 	 22.7765549824 	 17.3102390155 	 24.4654951568 	 15.4054403661 	 25.7487858159
-0.2975697570 	 21.1423627314 	 19.4262545453 	 22.7830432369 	 17.3226345026 	 24.4715726986 	 15.4208757710 	 25.7573635500
-0.2974497450 	 21.1488263534 	 19.4323823406 	 22.7888016306 	 17.3333101571 	 24.4807846377 	 15.4363068622 	 25.7674944391
-0.2973297330 	 21.1554758862 	 19.4429193348 	 22.7955726239 	 17.3415041042 	 24.4848830706 	 15.4488301678 	 25.7791687117
-0.2972097210 	 21.1631216928 	 19.4511761712 	 22.8023558162 	 17.3479169734 	 24.4889699985 	 15.4524131755 	 25.7908278222
-0.2970897090 	 21.1700590279 	 19.4576884428 	 22.8077257272 	 17.3568093267 	 24.4930454147 	 15.4594122734 	 25.8024717455
-0.2969696970 	 21.1776300267 	 19.4652569125 	 22.8141292972 	 17.3635380730 	 24.4971093165 	 15.4724283175 	 25.8125714784
-0.2968496850 	 21.1836836005 	 19.4740613784 	 22.8213363939 	 17.3784399729 	 24.5036991056 	 15.4854428933 	 25.8201813856
-0.2967296730 	 21.1929829926 	 19.4803782804 	 22.8295002516 	 17.3896832472 	 24.5127532632 	 15.4984560061 	 25.8277746264
-0.2966096610 	 21.1997660576 	 19.4884406420 	 22.8371934167 	 17.4012337929 	 24.5232254387 	 15.5114676204 	 25.8353511797
-0.2964896490 	 21.2071851035 	 19.4956275227 	 22.8449779904 	 17.4075405919 	 24.5347018594 	 15.5241816132 	 25.8427737760
-0.2963696370 	 21.2152820181 	 19.5028311324 	 22.8516457517 	 17.4202588539 	 24.5461604597 	 15.5349371815 	 25.8504542354
-0.2962496250 	 21.2238220546 	 19.5099376158 	 22.8583482884 	 17.4293604885 	 24.5564214433 	 15.5456905122 	 25.8579807197
-0.2961296130 	 21.2308566423 	 19.5176232791 	 22.8663869190 	 17.4360627441 	 24.5685242098 	 15.5580599859 	 25.8654905121
-0.2960096010 	 21.2380401589 	 19.5266778006 	 22.8750431283 	 17.4451780048 	 24.5723736128 	 15.5765031486 	 25.8729835919
-0.2958895890 	 21.2453739436 	 19.5345315347 	 22.8823220843 	 17.4565172668 	 24.5766048644 	 15.5895056756 	 25.8804599698
-0.2957695770 	 21.2529158320 	 19.5421221126 	 22.8903215216 	 17.4657176177 	 24.5845602320 	 15.6025066719 	 25.8879196250
-0.2956495650 	 21.2608927546 	 19.5492240130 	 22.8994660594 	 17.4745184955 	 24.5915309454 	 15.6155061018 	 25.8953625605
-0.2955295530 	 21.2709553504 	 19.5570500135 	 22.9060353602 	 17.4812544283 	 24.5989738730 	 15.6255489325 	 25.9027887790
-0.2954095410 	 21.2806394827 	 19.5650552643 	 22.9106872824 	 17.4929334055 	 24.6064033729 	 15.6411752012 	 25.9101982601
-0.2952895290 	 21.2871310433 	 19.5719457918 	 22.9190550486 	 17.5020015957 	 24.6138194542 	 15.6560877023 	 25.9175910066
-0.2951695170 	 21.2952595405 	 19.5808584757 	 22.9268602637 	 17.5125572530 	 24.6212220949 	 15.6725527293 	 25.9249670213
-0.2950495050 	 21.3018808965 	 19.5868649943 	 22.9346973398 	 17.5241620785 	 24.6301806102 	 15.6882393700 	 25.9323262838
-0.2949294929 	 21.3085360099 	 19.5958099871 	 22.9404157557 	 17.5376265263 	 24.6383798690 	 15.7039245772 	 25.9396688047
-0.2948094809 	 21.3151089727 	 19.6040981100 	 22.9467564453 	 17.5448850934 	 24.6462418840 	 15.7196083377 	 25.9469945638
-0.2946894689 	 21.3218110853 	 19.6121503347 	 22.9525807509 	 17.5547004069 	 24.6529990363 	 15.7352906543 	 25.9543035638
-0.2945694569 	 21.3277393290 	 19.6193172836 	 22.9591047468 	 17.5707416031 	 24.6597433111 	 15.7509714808 	 25.9615958076
-0.2944494449 	 21.3354259457 	 19.6278956835 	 22.9656776589 	 17.5757241146 	 24.6654773955 	 15.7666508203 	 25.9688712750
-0.2943294329 	 21.3423282596 	 19.6386752013 	 22.9735447050 	 17.5862239529 	 24.6726639465 	 15.7823286592 	 25.9761299764
-0.2942094209 	 21.3505972022 	 19.6441818668 	 22.9789021547 	 17.5967157681 	 24.6788592135 	 15.7980049841 	 25.9837319487
-0.2940894089 	 21.3571102064 	 19.6525231757 	 22.9861505178 	 17.6071995591 	 24.6865914205 	 15.8136797813 	 25.9916506796
-0.2939693969 	 21.3655786688 	 19.6599387379 	 22.9936181482 	 17.6184124563 	 24.6932711857 	 15.8293530373 	 25.9995571428
-0.2938493849 	 21.3721201911 	 19.6669755429 	 23.0026675220 	 17.6308303973 	 24.6999380249 	 15.8450247386 	 26.0074513226
-0.2937293729 	 21.3797435288 	 19.6760115068 	 23.0102111126 	 17.6412487581 	 24.7065919392 	 15.8606948715 	 26.0153332280
-0.2936093609 	 21.3872109056 	 19.6824254398 	 23.0168133856 	 17.6503624134 	 24.7140671906 	 15.8763634224 	 26.0232028434
-0.2934893489 	 21.3942353796 	 19.6912292553 	 23.0212783536 	 17.6594975130 	 24.7202859173 	 15.8991705889 	 26.0310601614
-0.2933693369 	 21.4020308716 	 19.7015556147 	 23.0287473161 	 17.6699328353 	 24.7278273174 	 15.9173131884 	 26.0389051744
-0.2932493249 	 21.4105138032 	 19.7118692748 	 23.0350656677 	 17.6803600257 	 24.7330782404 	 15.9256514388 	 26.0467378750
-0.2931293129 	 21.4171593016 	 19.7188590754 	 23.0404085365 	 17.6907790827 	 24.7450055669 	 15.9390215328 	 26.0545582559
-0.2930093009 	 21.4229118169 	 19.7246879588 	 23.0468746875 	 17.7011900051 	 24.7488034746 	 15.9492291132 	 26.0618511347
-0.2928892889 	 21.4297502857 	 19.7318844725 	 23.0522740012 	 17.7076148278 	 24.7580067170 	 15.9638301786 	 26.0680617236
-0.2927692769 	 21.4374518568 	 19.7402488127 	 23.0599931290 	 17.7138973090 	 24.7672550621 	 15.9809551937 	 26.0742534315
-0.2926492649 	 21.4449679110 	 19.7490648832 	 23.0687128035 	 17.7252565078 	 24.7734369487 	 15.9908842127 	 26.0804262446
-0.2925292529 	 21.4516736540 	 19.7561514368 	 23.0761715519 	 17.7407244771 	 24.7806687051 	 16.0007537122 	 26.0857612986
-0.2924092409 	 21.4585718213 	 19.7655987417 	 23.0822964586 	 17.7445885043 	 24.7921466520 	 16.0029841598 	 26.0900922977
-0.2922892289 	 21.4650629112 	 19.7717060779 	 23.0905486295 	 17.7481040502 	 24.8000491792 	 16.0052092000 	 26.0969568742
-0.2921692169 	 21.4726009640 	 19.7800103707 	 23.0974364836 	 17.7568114002 	 24.8079342076 	 16.0092533385 	 26.1049286013
-0.2920492049 	 21.4793949895 	 19.7889635998 	 23.1042284171 	 17.7669888044 	 24.8158017232 	 16.0144496259 	 26.1110069655
-0.2919291929 	 21.4861215426 	 19.7971247368 	 23.1108535479 	 17.7730768261 	 24.8219032449 	 16.0196404381 	 26.1177741827
-0.2918091809 	 21.4931024759 	 19.8043210332 	 23.1193275200 	 17.7856542224 	 24.8282159867 	 16.0306163256 	 26.1246795540
-0.2916891689 	 21.5010531892 	 19.8146758487 	 23.1278883339 	 17.7949102746 	 24.8345151946 	 16.0414266462 	 26.1315680423
-0.2915691569 	 21.5079475028 	 19.8232177874 	 23.1347446653 	 17.8052563053 	 24.8408008503 	 16.0598281027 	 26.1384396506
-0.2914491449 	 21.5131282844 	 19.8309375134 	 23.1411500411 	 17.8170759445 	 24.8433958099 	 16.0782304878 	 26.1452943814
-0.2913291329 	 21.5204436527 	 19.8374606649 	 23.1491819941 	 17.8269906563 	 24.8495294154 	 16.0966337877 	 26.1521322160
-0.2912091209 	 21.5290748210 	 19.8465520369 	 23.1540578841 	 17.8346988796 	 24.8530979535 	 16.1150380079 	 26.1589531642
-0.2910891089 	 21.5353936616 	 19.8537664912 	 23.1603712048 	 17.8445054932 	 24.8566511137 	 16.1334430959 	 26.1657572075
-0.2909690969 	 21.5438661050 	 19.8626961482 	 23.1661885714 	 17.8530128763 	 24.8648103707 	 16.1518490572 	 26.1725443485
-0.2908490849 	 21.5514653774 	 19.8698785682 	 23.1736694965 	 17.8577937566 	 24.8660787520 	 16.1702558777 	 26.1790439961
-0.2907290729 	 21.5597306204 	 19.8776015622 	 23.1802435711 	 17.8655873332 	 24.8792816453 	 16.1886635434 	 26.1844899542
-0.2906090609 	 21.5671040841 	 19.8853465510 	 23.1855097580 	 17.8731654641 	 24.8904298926 	 16.2008836016 	 26.1899210586
-0.2904890489 	 21.5738188381 	 19.8938147508 	 23.1918022841 	 17.8808438346 	 24.8964324629 	 16.2115973875 	 26.1953373058
-0.2903690369 	 21.5806549647 	 19.9030424380 	 23.2005404741 	 17.8860859806 	 24.9029112677 	 16.2223084742 	 26.2007386924
-0.2902490249 	 21.5884541389 	 19.9111614925 	 23.2072832961 	 17.8961855778 	 24.9090475822 	 16.2235762840 	 26.2061252149
-0.2901290129 	 21.5960266234 	 19.9178329968 	 23.2139508425 	 17.9074570030 	 24.9155478215 	 16.2437224642 	 26.2114968701
-0.2900090009 	 21.6018636187 	 19.9249589074 	 23.2208886233 	 17.9167047182 	 24.9227707967 	 16.2544253752 	 26.2168536544
-0.2898889889 	 21.6080687040 	 19.9321428146 	 23.2267935046 	 17.9257282060 	 24.9324947555 	 16.2651255350 	 26.2221955646
-0.2897689769 	 21.6145249646 	 19.9393172215 	 23.2327326825 	 17.9316619178 	 24.9408550087 	 16.2758229585 	 26.2275225918
-0.2896489649 	 21.6234639356 	 19.9470231565 	 23.2379874127 	 17.9458078364 	 24.9508763477 	 16.2811854474 	 26.2328347435
-0.2895289529 	 21.6320708145 	 19.9560453097 	 23.2446682954 	 17.9546291601 	 24.9587055019 	 16.2859820342 	 26.2415023506
-0.2894089409 	 21.6390007418 	 19.9651175129 	 23.2524315502 	 17.9658504593 	 24.9634350077 	 16.2907721138 	 26.2554854121
-0.2892889289 	 21.6447568178 	 19.9689039233 	 23.2600147894 	 17.9758578610 	 24.9681505363 	 16.3096635225 	 26.2657871990
-0.2891689169 	 21.6521710747 	 19.9788104807 	 23.2665318454 	 17.9858559620 	 24.9787468484 	 16.3292685705 	 26.2723202886
-0.2890489049 	 21.6601584790 	 19.9847408356 	 23.2750216398 	 17.9967589443 	 24.9883241782 	 16.3399493529 	 26.2788364075
-0.2889288929 	 21.6659856164 	 19.9922297272 	 23.2817238129 	 18.0076948803 	 24.9948474419 	 16.3506273243 	 26.2853355586
-0.2888088809 	 21.6714677750 	 19.9993208306 	 23.2886631056 	 18.0181196036 	 25.0039601122 	 16.3613024997 	 26.2918177240
-0.2886888689 	 21.6777092420 	 20.0063963688 	 23.2951423934 	 18.0257552509 	 25.0130583769 	 16.3719748492 	 26.3023428821
-0.2885688569 	 21.6851855583 	 20.0147221724 	 23.3031387188 	 18.0371779064 	 25.0177363163 	 16.3826443874 	 26.3147598249
-0.2884488449 	 21.6917853945 	 20.0205931006 	 23.3084835009 	 18.0528412790 	 25.0220302561 	 16.3933110847 	 26.3203094708
-0.2883288329 	 21.6990374562 	 20.0281956742 	 23.3157584851 	 18.0599775813 	 25.0288953839 	 16.4039749556 	 26.3258440065
-0.2882088209 	 21.7044324368 	 20.0379518267 	 23.3235025572 	 18.0655048649 	 25.0371301292 	 16.4146359704 	 26.3313634341
-0.2880888089 	 21.7100957750 	 20.0441485753 	 23.3283791921 	 18.0754187901 	 25.0437172418 	 16.4252941326 	 26.3368677553
-0.2879687969 	 21.7164509255 	 20.0497332033 	 23.3352455074 	 18.0820386513 	 25.0491511623 	 16.4359494456 	 26.3456902050
-0.2878487849 	 21.7222151032 	 20.0559518717 	 23.3404897103 	 18.0843171606 	 25.0552964947 	 16.4466018797 	 26.3564378269
-0.2877287729 	 21.7284429116 	 20.0630898434 	 23.3482561584 	 18.0929647054 	 25.0623797308 	 16.4572514495 	 26.3671672518
-0.2876087609 	 21.7357826323 	 20.0703187308 	 23.3567365956 	 18.1038715326 	 25.0710330164 	 16.4686056502 	 26.3778784894
-0.2874887489 	 21.7434858052 	 20.0761450073 	 23.3631643885 	 18.1147741074 	 25.0750014899 	 16.4865137473 	 26.3885715161
-0.2873687369 	 21.7495099772 	 20.0864623225 	 23.3704984287 	 18.1187596157 	 25.0779718091 	 16.5044194619 	 26.3963419560
-0.2872487249 	 21.7563072172 	 20.0952701007 	 23.3766066495 	 18.1198260101 	 25.0826730516 	 16.5210821927 	 26.4003383386
-0.2871287129 	 21.7634563194 	 20.1035264915 	 23.3839059621 	 18.1278984558 	 25.0891026047 	 16.5339485923 	 26.4045658282
-0.2870087009 	 21.7697248820 	 20.1103695731 	 23.3915134781 	 18.1375613146 	 25.0963388976 	 16.5468127830 	 26.4091316408
-0.2868886889 	 21.7775483165 	 20.1171909634 	 23.3965936324 	 18.1457372112 	 25.1035616635 	 16.5596747684 	 26.4211186218
-0.2867686769 	 21.7836221465 	 20.1234046468 	 23.4035015084 	 18.1545110980 	 25.1107709025 	 16.5725345120 	 26.4330884960
-0.2866486649 	 21.7898997957 	 20.1290385682 	 23.4086870969 	 18.1627102403 	 25.1179665922 	 16.5853920175 	 26.4434405035
-0.2865286529 	 21.7963766833 	 20.1356604856 	 23.4156283107 	 18.1707240373 	 25.1280800916 	 16.5966609379 	 26.4461263336
-0.2864086409 	 21.8025699864 	 20.1444278309 	 23.4245954364 	 18.1770051667 	 25.1343655045 	 16.6054058166 	 26.4554219666
-0.2862886289 	 21.8102058818 	 20.1496965968 	 23.4313183503 	 18.1883218903 	 25.1398411612 	 16.6141449151 	 26.4593328305
-0.2861686169 	 21.8159984568 	 20.1569815610 	 23.4383955802 	 18.1979230571 	 25.1500238841 	 16.6228782153 	 26.4632281121
-0.2860486049 	 21.8238193533 	 20.1652134734 	 23.4445871255 	 18.2081457973 	 25.1560360407 	 16.6316057083 	 26.4671078023
-0.2859285929 	 21.8309489548 	 20.1730970593 	 23.4511775783 	 18.2185048681 	 25.1608559580 	 16.6403273851 	 26.4709719087
-0.2858085809 	 21.8378742194 	 20.1791608867 	 23.4563463746 	 18.2272249167 	 25.1679566503 	 16.6430930418 	 26.4748204222
-0.2856885689 	 21.8435529877 	 20.1861574532 	 23.4615819770 	 18.2327357253 	 25.1750437497 	 16.6449920032 	 26.4786533463
-0.2855685569 	 21.8497450722 	 20.1932316544 	 23.4687489710 	 18.2400072972 	 25.1839744692 	 16.6484431162 	 26.4824706841
-0.2854485449 	 21.8564529619 	 20.2008098208 	 23.4761814401 	 18.2474813454 	 25.1898007579 	 16.6590365859 	 26.4862724269
-0.2853285329 	 21.8619946273 	 20.2082972479 	 23.4815518558 	 18.2518424671 	 25.1976539385 	 16.6696270137 	 26.4992762357
-0.2852085209 	 21.8690918634 	 20.2151247057 	 23.4893917235 	 18.2602959470 	 25.2054912035 	 16.6802144141 	 26.5033793961
-0.2850885089 	 21.8760083858 	 20.2225276719 	 23.4947658279 	 18.2722135986 	 25.2133125367 	 16.6907987569 	 26.5123925835
-0.2849684968 	 21.8815987164 	 20.2318986869 	 23.5029425176 	 18.2816073491 	 25.2211179304 	 16.7013800564 	 26.5235428535
-0.2848484848 	 21.8879542899 	 20.2385128602 	 23.5086599714 	 18.2900010311 	 25.2273563513 	 16.7119582825 	 26.5320310317
-0.2847284728 	 21.8936804890 	 20.2446847533 	 23.5135753710 	 18.3010753779 	 25.2324644371 	 16.7225334493 	 26.5354709796
-0.2846084608 	 21.9014638703 	 20.2522347667 	 23.5202548448 	 18.3083448731 	 25.2385420574 	 16.7331055269 	 26.5388925738
-0.2844884488 	 21.9084225469 	 20.2593659081 	 23.5252947616 	 18.3209217463 	 25.2451650711 	 16.7436745293 	 26.5422958107
-0.2843684368 	 21.9135398325 	 20.2664336573 	 23.5341627898 	 18.3283419867 	 25.2521020791 	 16.7531757834 	 26.5456806974
-0.2842484248 	 21.9205046120 	 20.2736393773 	 23.5419265111 	 18.3375611243 	 25.2590253996 	 16.7618150846 	 26.5490472412
-0.2841284128 	 21.9282786632 	 20.2798559627 	 23.5481195854 	 18.3490781885 	 25.2657858604 	 16.7753629175 	 26.5523954385
