# Time 	 GP Component 	 Full model (GP + Keplerian) 	 model1down 	 model1up 	 model2down 	 model2up 	 model3down 	 model3up
2459466.5259620012 	 0.0000000000 	 -20.8093963820 	 -22.6585162770 	 -19.0092109238 	 -24.6506778405 	 -17.0459999642 	 -26.0744395455 	 -15.6708997518
2459466.7311672065 	 0.0000000000 	 -17.0406354801 	 -19.0965783564 	 -14.9602549989 	 -21.2671377691 	 -12.5395725299 	 -22.8075272869 	 -10.8647628905
2459466.9363724114 	 0.0000000000 	 -11.6196330974 	 -13.9142453599 	 -9.2060356631 	 -16.3383034407 	 -6.4804540498 	 -18.0413589315 	 -4.4935103613
2459467.1415776168 	 0.0000000000 	 -5.0280134846 	 -7.5066328377 	 -2.4224488324 	 -10.1627456062 	 0.4003804513 	 -12.2521741003 	 2.2302826825
2459467.3467828222 	 0.0000000000 	 2.2142292536 	 -0.3929766599 	 4.6921950756 	 -3.2340434632 	 7.3355474780 	 -5.3572348735 	 9.0914258760
2459467.5519880271 	 0.0000000000 	 9.3757047518 	 6.9691737878 	 11.5948642069 	 4.2033834514 	 13.8490391671 	 2.1629351892 	 15.5526477925
2459467.7571932324 	 0.0000000000 	 15.7518759060 	 13.7296227466 	 17.6825880539 	 11.2969740760 	 19.6997545605 	 9.4588751023 	 21.1235798832
2459467.9623984378 	 0.0000000000 	 20.6722935254 	 18.8724007559 	 22.4490944892 	 16.9089572601 	 24.3176679504 	 15.4778223027 	 25.8085297904
2459468.1676036427 	 0.0000000000 	 23.3676735509 	 21.5134410093 	 25.2955120778 	 19.5051015432 	 27.5115425923 	 18.1300052067 	 29.1329175143
2459468.3728088480 	 0.0000000000 	 23.1917381879 	 21.0899367777 	 25.5046485783 	 18.9464363274 	 28.1580474771 	 17.5164262043 	 29.9919550763
2459468.5780140534 	 0.0000000000 	 19.8693395969 	 17.6877975395 	 22.3258703169 	 15.4338399542 	 25.1366474347 	 13.9822411756 	 27.1895388468
2459468.7832192583 	 0.0000000000 	 13.7206415167 	 11.4635383625 	 15.9549146972 	 9.1670020029 	 18.5528375505 	 7.5376608727 	 20.3169756942
2459468.9884244637 	 0.0000000000 	 5.4618578513 	 3.2805749852 	 7.7108374722 	 0.8214842080 	 10.1426907494 	 -1.0265754417 	 12.0638070651
2459469.1936296690 	 0.0000000000 	 -3.3800016277 	 -5.7175137210 	 -1.0747122460 	 -8.3261266834 	 1.3339650373 	 -10.2500231096 	 3.0354934739
2459469.3988348739 	 0.0000000000 	 -11.4566396757 	 -13.8464492781 	 -9.1575909401 	 -16.7203168563 	 -6.8212685461 	 -18.6169262903 	 -5.1048241330
2459469.6040400793 	 0.0000000000 	 -17.6919901489 	 -19.9628512680 	 -15.5257587396 	 -22.6042019159 	 -13.3679385116 	 -24.6331560489 	 -11.8709460704
2459469.8092452846 	 0.0000000000 	 -21.4139819883 	 -23.4697112312 	 -19.5330497430 	 -25.8242427727 	 -17.5194386256 	 -27.4499647990 	 -16.1947249908
2459470.0144504895 	 0.0000000000 	 -22.5419285652 	 -24.3324399837 	 -20.7860664070 	 -26.3955611763 	 -18.9580534808 	 -27.8167398536 	 -17.6549139552
2459470.2196556949 	 0.0000000000 	 -21.1198435850 	 -22.9457018000 	 -19.3279803224 	 -24.9398974635 	 -17.4100224970 	 -26.3241517764 	 -16.0417934646
2459470.4248609003 	 0.0000000000 	 -17.5704809110 	 -19.6156084478 	 -15.5247701502 	 -21.7439460937 	 -13.1507555899 	 -23.2699924303 	 -11.5131154395
2459470.6300661052 	 0.0000000000 	 -12.3267797721 	 -14.6015879845 	 -9.9429975251 	 -17.0105762110 	 -7.1995174932 	 -18.7166111116 	 -5.2534396177
2459470.8352713105 	 0.0000000000 	 -5.8428813278 	 -8.3170764302 	 -3.2256652195 	 -10.9956381318 	 -0.3894466501 	 -13.1041722706 	 1.4668252197
2459471.0404765159 	 0.0000000000 	 1.3625711424 	 -1.2630984620 	 3.8726069100 	 -4.0927715106 	 6.5402738624 	 -6.2253508002 	 8.3622152402
2459471.2456817208 	 0.0000000000 	 8.5498919072 	 6.0921538917 	 10.8229622013 	 3.2583868496 	 13.1374067687 	 1.1649659392 	 14.8248859544
2459471.4508869261 	 0.0000000000 	 15.0613574336 	 12.9803550390 	 17.0386010250 	 10.4891863099 	 19.1100356160 	 8.5775203955 	 20.5454450001
2459471.6560921315 	 0.0000000000 	 20.1872717256 	 18.3739146453 	 21.9818039095 	 16.3660534666 	 23.8119483252 	 14.9094799990 	 25.3331143395
2459471.8612973364 	 0.0000000000 	 23.1927200213 	 21.3403871848 	 25.0761384901 	 19.3869480978 	 27.2270974252 	 17.9964455480 	 28.8975951265
2459472.0665025418 	 0.0000000000 	 23.3686345264 	 21.3033283666 	 25.6575108890 	 19.1677292817 	 28.2428697149 	 17.6958667426 	 30.0333992192
2459472.2717077471 	 0.0000000000 	 20.4211081145 	 18.2170824822 	 22.8677776019 	 15.9874376884 	 25.6979821302 	 14.4803701938 	 27.7110455705
2459472.4769129520 	 0.0000000000 	 14.5765473855 	 12.3165547388 	 16.8412155021 	 9.9839973061 	 19.4968601931 	 8.3820042145 	 21.3613887472
2459472.6821181574 	 0.0000000000 	 6.5009205344 	 4.2893473214 	 8.7530722340 	 1.8124874770 	 11.2212398933 	 0.0010711220 	 13.1665558123
2459472.8873233628 	 0.0000000000 	 -2.3575709988 	 -4.6946489250 	 -0.0514011832 	 -7.3096637825 	 2.3822406390 	 -9.1851264475 	 4.1510040612
2459473.0925285676 	 0.0000000000 	 -10.5954209776 	 -13.0102164782 	 -8.2570935322 	 -15.8507650214 	 -5.9189880615 	 -17.8412615299 	 -4.1721406434
2459473.2977337730 	 0.0000000000 	 -17.0802445885 	 -19.3928620644 	 -14.8722334250 	 -22.0705480722 	 -12.6850857825 	 -24.0998406726 	 -11.1134682882
2459473.5029389784 	 0.0000000000 	 -21.1105491395 	 -23.2053775735 	 -19.1948367250 	 -25.5986075912 	 -17.1751279338 	 -27.1790618652 	 -15.7475052212
2459473.7081441833 	 0.0000000000 	 -22.5489429641 	 -24.3406517348 	 -20.7962639391 	 -26.4529391363 	 -18.9222235316 	 -27.8303304760 	 -17.6924895151
2459473.9133493886 	 0.0000000000 	 -21.4139160044 	 -23.2149008364 	 -19.6231637143 	 -25.1779981311 	 -17.7500041706 	 -26.5679097954 	 -16.4422772883
2459474.1185545940 	 0.0000000000 	 -18.0813446277 	 -20.1018573223 	 -16.0644491334 	 -22.1971510601 	 -13.7371944295 	 -23.7347356654 	 -12.1157485968
2459474.3237597989 	 0.0000000000 	 -13.0132349228 	 -15.2745008467 	 -10.6586234610 	 -17.6637968323 	 -7.9553467902 	 -19.3397913463 	 -5.9814426620
2459474.5289650043 	 0.0000000000 	 -6.6617329269 	 -9.1286661162 	 -4.0319226385 	 -11.7672615768 	 -1.1798755984 	 -13.8596912916 	 0.7227397858
2459474.7341702096 	 0.0000000000 	 0.4954622745 	 -2.1275224160 	 3.0561409080 	 -4.9647569115 	 5.7963778355 	 -7.2097574307 	 7.6360785240
2459474.9393754145 	 0.0000000000 	 7.7330642501 	 5.2120187856 	 10.0645550799 	 2.3747993015 	 12.4292409636 	 0.2101789531 	 14.1621653201
2459475.1445806199 	 0.0000000000 	 14.3525214545 	 12.2042710902 	 16.3842401949 	 9.6474464166 	 18.5089108323 	 7.6807140017 	 19.9343631594
2459475.3497858252 	 0.0000000000 	 19.6781737627 	 17.8383275714 	 21.4922267986 	 15.8228555484 	 23.3159821659 	 14.2419799081 	 24.8250785277
2459475.5549910301 	 0.0000000000 	 22.9737137603 	 21.1703602193 	 24.8188236026 	 19.2179468265 	 26.9275214687 	 17.8148812874 	 28.5182409620
2459475.7601962355 	 0.0000000000 	 23.5110434225 	 21.4782355981 	 25.7683897831 	 19.3247434434 	 28.2810196349 	 17.8879840990 	 30.0721367110
2459475.9654014409 	 0.0000000000 	 20.9219533989 	 18.7290521333 	 23.3832082399 	 16.5114455280 	 26.2318731388 	 14.9740920241 	 28.2092110380
2459476.1706066458 	 0.0000000000 	 15.3930611425 	 13.1365639094 	 17.7018079349 	 10.7811342430 	 20.4209636965 	 9.2269441945 	 22.3293325697
2459476.3758118511 	 0.0000000000 	 7.5160097247 	 5.2936666681 	 9.7899685954 	 2.8392554966 	 12.2764909070 	 1.0413654852 	 14.2233065587
2459476.5810170565 	 0.0000000000 	 -1.3299148308 	 -3.6712196556 	 1.0001161536 	 -6.2576462933 	 3.4323310900 	 -8.0681816040 	 5.3748434647
2459476.7862222614 	 0.0000000000 	 -9.6897682159 	 -12.1123308227 	 -7.3458724129 	 -14.9740708581 	 -4.9856722696 	 -16.9597715403 	 -3.1699803709
2459476.9914274667 	 0.0000000000 	 -16.4387018127 	 -18.7799424062 	 -14.1855621212 	 -21.5452102881 	 -11.9737731118 	 -23.5304508596 	 -10.2975057866
2459477.1966326721 	 0.0000000000 	 -20.7816191511 	 -22.8948698475 	 -18.8163565921 	 -25.3524401332 	 -16.7581090307 	 -27.0473752935 	 -15.2788812330
2459477.4018378770 	 0.0000000000 	 -22.5145831375 	 -24.3329627836 	 -20.7542992284 	 -26.4690091546 	 -18.8585155276 	 -27.9219417882 	 -17.6347844505
2459477.6070430824 	 0.0000000000 	 -21.6733434732 	 -23.4414600218 	 -19.8894513702 	 -25.4317603842 	 -18.0521523586 	 -26.7893282883 	 -16.7708259537
2459477.8122482877 	 0.0000000000 	 -18.5711682777 	 -20.5650530727 	 -16.5821774497 	 -22.6461429781 	 -14.3068213890 	 -24.1105453418 	 -12.7047857032
2459478.0174534926 	 0.0000000000 	 -13.6881715085 	 -15.9169795269 	 -11.3395649862 	 -18.2828549721 	 -8.6733098562 	 -19.9718288491 	 -6.7077193575
2459478.2226586980 	 0.0000000000 	 -7.4558432860 	 -9.9269183299 	 -4.8340026661 	 -12.5479875065 	 -1.9625104584 	 -14.6505620669 	 -0.0181102731
2459478.4278639033 	 0.0000000000 	 -0.3634815456 	 -2.9899393499 	 2.2404279527 	 -5.8234253498 	 4.9905738548 	 -8.1605242464 	 6.8752799348
2459478.6330691082 	 0.0000000000 	 6.8972887736 	 4.3294505552 	 9.2814245992 	 1.4420767507 	 11.7051516878 	 -0.7745758581 	 13.5117249132
2459478.8382743136 	 0.0000000000 	 13.6279722988 	 11.4168170496 	 15.6993209243 	 8.7779619184 	 17.8275174603 	 6.7948654846 	 19.4184206902
2459479.0434795190 	 0.0000000000 	 19.1345098993 	 17.2796882228 	 20.9776661413 	 15.1933740186 	 22.8281889606 	 13.5094591771 	 24.3119127388
2459479.2486847239 	 0.0000000000 	 22.7178576624 	 20.9165154026 	 24.5299641791 	 18.9496007973 	 26.5860334040 	 17.6335041539 	 28.1666556671
2459479.4538899292 	 0.0000000000 	 23.6075560958 	 21.5966305029 	 25.8203781135 	 19.4545243466 	 28.3183380111 	 18.0411930475 	 30.0560381858
2459479.6590951341 	 0.0000000000 	 21.3773226647 	 19.1874394101 	 23.8267318766 	 16.9757235015 	 26.6913790333 	 15.4421739061 	 28.6064687353
2459479.8643003395 	 0.0000000000 	 16.1707061320 	 13.9134780515 	 18.5245935173 	 11.5178031926 	 21.3040594373 	 10.0026335512 	 23.1873740492
2459480.0695055448 	 0.0000000000 	 8.5273857949 	 6.2797010070 	 10.8026433916 	 3.8015505269 	 13.3054438965 	 2.0921852097 	 15.2417517063
2459480.2747107497 	 0.0000000000 	 -0.2913041105 	 -2.6182166853 	 2.0484083009 	 -5.1700319158 	 4.4971545978 	 -7.0273368136 	 6.5909709760
2459480.4799159551 	 0.0000000000 	 -8.7682015109 	 -11.2054017178 	 -6.4015549613 	 -14.0462526000 	 -4.0283438272 	 -16.0386600480 	 -2.2522150373
2459480.6851211605 	 0.0000000000 	 -15.7585431321 	 -18.1147381069 	 -13.4760998181 	 -20.9301809314 	 -11.2492600104 	 -22.9249710188 	 -9.5557676313
2459480.8903263654 	 0.0000000000 	 -20.3990448624 	 -22.5638699034 	 -18.4074372810 	 -25.0531814812 	 -16.3387317361 	 -26.7450148896 	 -14.8201113722
2459481.0955315707 	 0.0000000000 	 -22.4451323727 	 -24.2929003869 	 -20.6672754724 	 -26.4280880391 	 -18.7588497171 	 -27.9630190191 	 -17.5484372159
2459481.3007367761 	 0.0000000000 	 -21.8857037341 	 -23.6515504013 	 -20.1266774037 	 -25.6196430243 	 -18.2967985101 	 -27.0058245733 	 -16.9768483416
2459481.5059419810 	 0.0000000000 	 -19.0343345907 	 -20.9997532602 	 -17.0658486913 	 -23.0670312756 	 -14.8574244954 	 -24.5618937888 	 -13.2909662821
2459481.7111471863 	 0.0000000000 	 -14.3422183589 	 -16.5511202561 	 -12.0312691249 	 -18.8883808321 	 -9.3612020046 	 -20.5018113851 	 -7.4089059469
2459481.9163523917 	 0.0000000000 	 -8.2347749021 	 -10.7117993530 	 -5.6248790812 	 -13.3450206750 	 -2.7466985404 	 -15.4245638243 	 -0.7643141571
2459482.1215575966 	 0.0000000000 	 -1.2289809396 	 -3.8704780795 	 1.4331252175 	 -6.6635544983 	 4.2226565340 	 -9.0398101734 	 6.0889669333
2459482.3267628020 	 0.0000000000 	 6.0633447120 	 3.4469019774 	 8.5028718246 	 0.5238806114 	 10.9574455828 	 -1.6279830599 	 12.8135646801
2459482.5319680073 	 0.0000000000 	 12.8879927866 	 10.6111825634 	 15.0135395119 	 7.9228030016 	 17.1797440595 	 5.9296472504 	 18.8779167129
2459482.7371732122 	 0.0000000000 	 18.5788801572 	 16.6775882679 	 20.4319644082 	 14.5378280794 	 22.3485222757 	 12.7930976858 	 23.7496057536
2459482.9423784176 	 0.0000000000 	 22.4226319082 	 20.6261802793 	 24.2127592680 	 18.6615137346 	 26.2263156908 	 17.3303322738 	 27.8321609523
2459483.1475836230 	 0.0000000000 	 23.6505684740 	 21.6781094321 	 25.7798522768 	 19.5521846949 	 28.2783237717 	 18.1448485638 	 29.9795881259
2459483.3527888278 	 0.0000000000 	 21.8137292682 	 19.6159371682 	 24.2395091921 	 17.4211304884 	 27.0750498952 	 15.8659341284 	 28.9761795042
2459483.5579940332 	 0.0000000000 	 16.9309673355 	 14.6500944378 	 19.3113833753 	 12.2593701261 	 22.1222763263 	 10.7463615524 	 24.0778100784
2459483.7631992386 	 0.0000000000 	 9.5129517893 	 7.2529209511 	 11.8141216750 	 4.7617150244 	 14.3565057901 	 3.0204756772 	 16.2480163845
2459483.9684044435 	 0.0000000000 	 0.7563843710 	 -1.5801073535 	 3.1140406623 	 -4.1177449302 	 5.5361148840 	 -6.0127048423 	 7.6727114812
2459484.1736096488 	 0.0000000000 	 -7.8354401135 	 -10.2886782793 	 -5.4675166557 	 -13.0708638156 	 -3.0369110507 	 -15.0783460266 	 -1.2495005666
2459484.3788148542 	 0.0000000000 	 -15.0507374399 	 -17.4345943659 	 -12.7437815302 	 -20.2925540078 	 -10.4417583864 	 -22.2529269223 	 -8.7214302337
2459484.5840200591 	 0.0000000000 	 -19.9866675187 	 -22.2053655922 	 -17.9470668165 	 -24.7279455337 	 -15.8719694938 	 -26.5017687375 	 -14.3226333648
2459484.7892252645 	 0.0000000000 	 -22.3345328043 	 -24.2184079911 	 -20.5421770377 	 -26.3760400415 	 -18.6357262048 	 -28.0166651389 	 -17.3489443353
2459484.9944304698 	 0.0000000000 	 -22.0747350842 	 -23.8336762892 	 -20.3204012387 	 -25.7964173788 	 -18.5184431588 	 -27.2144816409 	 -17.2065511546
2459485.1996356747 	 0.0000000000 	 -19.4671472404 	 -21.4081896056 	 -17.5463730176 	 -23.4660825012 	 -15.3690748598 	 -24.9973182583 	 -13.8373137190
2459485.4048408801 	 0.0000000000 	 -14.9712156396 	 -17.1601402697 	 -12.6988217568 	 -19.4657857731 	 -10.0171487629 	 -21.0338062776 	 -8.0932736045
2459485.6100460854 	 0.0000000000 	 -9.0040310179 	 -11.4770382691 	 -6.4063893092 	 -14.0787564788 	 -3.5137002949 	 -16.0502746446 	 -1.5300123996
2459485.8152512903 	 0.0000000000 	 -2.0795348149 	 -4.7261492104 	 0.6018151954 	 -7.5027599080 	 3.4496727946 	 -9.9209223535 	 5.3219125912
2459486.0204564957 	 0.0000000000 	 5.2264373053 	 2.5591394173 	 7.7126649056 	 -0.3656576553 	 10.2399530843 	 -2.5597379507 	 12.1077621590
2459486.2256617011 	 0.0000000000 	 12.1300803870 	 9.8022178565 	 14.3035353434 	 7.0485913903 	 16.4925821172 	 4.9630745105 	 18.2489152447
2459486.4308669060 	 0.0000000000 	 17.9926827238 	 16.0548163450 	 19.8621832170 	 13.8298508810 	 21.8471864820 	 12.0888353090 	 23.2230223795
2459486.6360721113 	 0.0000000000 	 22.0906886770 	 20.2922166860 	 23.8731223031 	 18.3352364975 	 25.8406890083 	 16.9829852834 	 27.4352734141
2459486.8412773167 	 0.0000000000 	 23.6633215950 	 21.7076740156 	 25.7457818760 	 19.6314220631 	 28.1841880944 	 18.1529919062 	 29.8794217836
2459487.0464825216 	 0.0000000000 	 22.1971544960 	 20.0030384766 	 24.6020161748 	 17.7972837798 	 27.4002935039 	 16.3087837636 	 29.2654801374
2459487.2516877269 	 0.0000000000 	 17.6447018149 	 15.3637968634 	 20.0629250423 	 12.9574731086 	 22.8773402086 	 11.4752281200 	 24.9031835412
2459487.4568929323 	 0.0000000000 	 10.4866217109 	 8.2010535787 	 12.8034826776 	 5.7202381203 	 15.3871103967 	 3.9700220171 	 17.1969066479
2459487.6620981372 	 0.0000000000 	 1.8001007138 	 -0.5268626368 	 4.1583539434 	 -3.0757333410 	 6.6081636504 	 -5.0026115365 	 8.7268809193
2459487.8673033426 	 0.0000000000 	 -6.8763728304 	 -9.3435163078 	 -4.4956435504 	 -12.0852676009 	 -2.0511562499 	 -14.1509759001 	 -0.2142026506
2459588.0322066168 	 0.0000000000 	 2.2130606962 	 -0.6647249220 	 5.1519732069 	 -3.8484733405 	 8.3064762770 	 -6.1427219241 	 10.6112896503
2459588.2374118222 	 0.0000000000 	 -6.4721945570 	 -9.4771939809 	 -3.5741207044 	 -12.6465060299 	 -0.5673113200 	 -14.9085071076 	 1.9303505392
2459588.4426170271 	 0.0000000000 	 -13.9966790699 	 -16.8217113515 	 -11.2483292933 	 -19.9785557298 	 -8.4905320897 	 -22.0881080587 	 -6.1577833432
2459588.6478222325 	 0.0000000000 	 -19.3453067149 	 -21.8010655277 	 -16.9810671608 	 -24.5035467928 	 -14.5485991422 	 -26.3617683821 	 -12.5867158370
2459588.8530274378 	 0.0000000000 	 -22.0943542597 	 -24.0719280320 	 -20.1884161109 	 -26.2880654261 	 -18.1070076433 	 -27.9404992589 	 -16.6163698026
2459589.0582326427 	 0.0000000000 	 -22.2131089944 	 -23.9765260231 	 -20.4644791683 	 -25.9050655253 	 -18.6570225549 	 -27.3235435165 	 -17.3173731571
2459589.2634378481 	 0.0000000000 	 -19.9886182667 	 -21.9598681992 	 -17.9840889635 	 -24.0530701016 	 -15.6100153298 	 -25.5449765362 	 -13.9061660893
2459589.4686430534 	 0.0000000000 	 -15.7945071273 	 -18.2119264103 	 -13.2102490633 	 -20.5585779395 	 -10.1877013025 	 -22.3122720117 	 -7.8957725178
2459589.6738482583 	 0.0000000000 	 -10.0565965724 	 -12.9253252829 	 -6.9828926822 	 -15.8248036241 	 -3.4621510683 	 -17.8347878452 	 -1.1217573006
2459589.8790534637 	 0.0000000000 	 -3.2573277551 	 -6.4878462363 	 0.0184651400 	 -9.7678724193 	 3.5017135710 	 -12.1847438685 	 5.7981412117
2459590.0842586691 	 0.0000000000 	 4.0082835377 	 0.7064097252 	 7.1511873987 	 -2.8786109959 	 10.2647459040 	 -5.4638837371 	 12.4416814312
2459590.2894638740 	 0.0000000000 	 11.0312208630 	 8.0167855384 	 13.7706650959 	 4.6102205116 	 16.3872595537 	 1.9043719736 	 18.1934818391
2459590.4946690793 	 0.0000000000 	 17.1111167424 	 14.7025153917 	 19.3083427050 	 11.7476907564 	 21.5166823234 	 9.3626698198 	 22.9940639146
2459590.6998742847 	 0.0000000000 	 21.4951161447 	 19.5896073993 	 23.3309447667 	 17.3739627256 	 25.2725477015 	 15.6851309506 	 26.7785467623
2459590.9050794896 	 0.0000000000 	 23.5219246551 	 21.5984469427 	 25.5036634522 	 19.5397147549 	 27.7927584497 	 18.1222945507 	 29.3675940321
2459591.1102846949 	 0.0000000000 	 22.6146100992 	 20.3009318736 	 25.0986321851 	 17.8714576746 	 27.9267973991 	 16.1965114071 	 29.7809196634
2459591.3154899003 	 0.0000000000 	 18.5685921923 	 15.9057786493 	 21.3925709356 	 13.0986869020 	 24.5847821756 	 11.2270582675 	 26.8266409246
2459591.5206951052 	 0.0000000000 	 11.8242173327 	 8.9400478099 	 14.6465295046 	 5.8417475698 	 17.9550581695 	 3.7997387870 	 19.9694632375
2459591.7259003106 	 0.0000000000 	 3.2675868990 	 0.3741643105 	 6.1998679800 	 -2.8407410215 	 9.4015048900 	 -5.0427773072 	 11.7786770707
2459591.9311055159 	 0.0000000000 	 -5.4937133991 	 -8.5159056459 	 -2.5628847477 	 -11.7202396365 	 0.5161317360 	 -14.0086899481 	 3.0994979373
2459592.1363107208 	 0.0000000000 	 -13.2163650363 	 -16.1093512994 	 -10.4156375613 	 -19.2502028893 	 -7.5896044810 	 -21.3990496208 	 -5.2053001259
2459592.3415159262 	 0.0000000000 	 -18.8485876160 	 -21.3568068636 	 -16.4174610717 	 -24.1249341381 	 -13.9224043982 	 -26.0810992329 	 -11.9147077647
2459592.5467211315 	 0.0000000000 	 -21.8988075932 	 -23.9317736961 	 -19.9542187842 	 -26.2453672381 	 -17.8106790409 	 -27.8448139878 	 -16.2492741105
2459592.7519263364 	 0.0000000000 	 -22.3292640084 	 -24.0950001897 	 -20.5821115815 	 -26.0473437030 	 -18.7642881138 	 -27.4440994564 	 -17.4303459300
2459592.9571315418 	 0.0000000000 	 -20.3628711704 	 -22.2941940292 	 -18.3929040224 	 -24.3439994303 	 -16.1210383388 	 -25.8003238824 	 -14.4502906280
2459593.1623367472 	 0.0000000000 	 -16.3870997738 	 -18.7423430210 	 -13.8390406691 	 -21.0641949225 	 -10.8649692672 	 -22.8080981730 	 -8.6226866746
2459593.3675419521 	 0.0000000000 	 -10.7974252712 	 -13.6284295633 	 -7.7400790341 	 -16.4979870833 	 -4.2425997933 	 -18.4576058123 	 -1.8408665204
2459593.5727471574 	 0.0000000000 	 -4.0951524181 	 -7.3052541916 	 -0.7936762335 	 -10.6014499200 	 2.7420703506 	 -13.0050158072 	 5.0175102850
2459593.7779523628 	 0.0000000000 	 3.1575066112 	 -0.1716393865 	 6.3619573695 	 -3.7097577672 	 9.5431280378 	 -6.3334541099 	 11.6999362321
2459593.9831575677 	 0.0000000000 	 10.2266520927 	 7.1742469109 	 13.0678644022 	 3.6972217793 	 15.7158157922 	 0.9936014755 	 17.5461926813
2459594.1883627730 	 0.0000000000 	 16.4609974664 	 13.9840664974 	 18.7390223731 	 10.8827920300 	 21.0120138088 	 8.4397960279 	 22.5850171395
2459594.3935679784 	 0.0000000000 	 21.0830832828 	 19.1276064947 	 22.9462004046 	 16.8343384652 	 24.8741021300 	 15.1156986892 	 26.3887439936
2459594.5987731833 	 0.0000000000 	 23.4116556241 	 21.5222994785 	 25.3716674325 	 19.4470938242 	 27.5594972270 	 18.0612668752 	 29.2072676649
2459594.8039783887 	 0.0000000000 	 22.8822649228 	 20.6108151110 	 25.3233668482 	 18.2290177752 	 28.0855042712 	 16.5360485851 	 29.9072636394
2459595.0091835940 	 0.0000000000 	 19.1808690670 	 16.5469729730 	 22.0094680595 	 13.7551777163 	 25.2383787843 	 11.9563095904 	 27.4437812925
2459595.2143887989 	 0.0000000000 	 12.7339342390 	 9.8495594338 	 15.5629062967 	 6.7260524506 	 18.9141149679 	 4.7045806968 	 21.1187203421
2459595.4195940043 	 0.0000000000 	 4.3168749152 	 1.4120808024 	 7.2654503670 	 -1.8462364083 	 10.5175870979 	 -4.0130093011 	 12.8947061822
2459595.6247992096 	 0.0000000000 	 -4.4920192866 	 -7.5326830315 	 -1.5387097006 	 -10.7610130182 	 1.5435997909 	 -13.0858531514 	 4.1802483978
2459595.8300044145 	 0.0000000000 	 -12.3931609811 	 -15.3199509660 	 -9.5556469335 	 -18.5229437717 	 -6.6874941548 	 -20.6724970229 	 -4.1689928534
2459596.0352096199 	 0.0000000000 	 -18.3239689957 	 -20.8709169184 	 -15.8140998996 	 -23.7367896493 	 -13.2899479206 	 -25.7626358381 	 -11.2536689563
2459596.2404148253 	 0.0000000000 	 -21.6850902554 	 -23.7719661862 	 -19.6634047104 	 -26.1140396069 	 -17.4796470297 	 -27.7356146636 	 -15.8705001041
2459596.4456200302 	 0.0000000000 	 -22.4036112902 	 -24.1762203135 	 -20.6577096626 	 -26.1520958425 	 -18.7958773376 	 -27.5487949384 	 -17.5213483428
2459596.6508252355 	 0.0000000000 	 -20.7027892643 	 -22.6053287233 	 -18.7783368372 	 -24.5930751664 	 -16.5916116573 	 -26.0455919195 	 -14.9600247373
2459596.8560304404 	 0.0000000000 	 -16.9374944668 	 -19.2457544615 	 -14.4607688011 	 -21.5470305660 	 -11.5541509041 	 -23.3208001215 	 -9.3347210959
2459597.0612356458 	 0.0000000000 	 -11.5105959649 	 -14.3116952493 	 -8.5045388020 	 -17.1292641224 	 -5.0200251418 	 -19.1098466262 	 -2.6250889849
2459597.2664408511 	 0.0000000000 	 -4.9341877466 	 -8.1060448476 	 -1.6020903130 	 -11.3901389589 	 1.9911667745 	 -13.7706111975 	 4.3077805083
2459597.4716460560 	 0.0000000000 	 2.2953758130 	 -1.0548351957 	 5.5487460006 	 -4.5914051936 	 8.8314327637 	 -7.2169667797 	 10.9560756311
2459597.6768512614 	 0.0000000000 	 9.4415350216 	 6.3076952773 	 12.3432178915 	 2.7597695159 	 15.0661513284 	 0.1022334641 	 16.9640030716
2459597.8820564668 	 0.0000000000 	 15.8083831442 	 13.2231195302 	 18.1523326872 	 10.0080540959 	 20.4994486552 	 7.6282419183 	 22.1055706293
2459598.0872616717 	 0.0000000000 	 20.6493079204 	 18.6319929036 	 22.5607835432 	 16.2533200884 	 24.4780365636 	 14.4279907263 	 26.0814767953
2459598.2924668770 	 0.0000000000 	 23.2720159320 	 21.4082178698 	 25.1809949716 	 19.3579309855 	 27.3182848665 	 17.9846494932 	 28.9591859227
2459598.4976720824 	 0.0000000000 	 23.1072047309 	 20.8832381198 	 25.4987046834 	 18.5214000603 	 28.1756153992 	 16.8717477545 	 29.9327368085
2459598.7028772873 	 0.0000000000 	 19.7701957521 	 17.1686828281 	 22.5725579414 	 14.3782014138 	 25.8359002906 	 12.5493294674 	 27.9872728873
2459598.9080824926 	 0.0000000000 	 13.6098852202 	 10.7310808678 	 16.4890037593 	 7.6303866703 	 19.8610770538 	 5.6230894211 	 22.1164470174
2459599.1132876980 	 0.0000000000 	 5.3443560970 	 2.4444085247 	 8.3315262558 	 -0.8243213800 	 11.6247257865 	 -2.9798471646 	 13.9229019415
2459599.3184929029 	 0.0000000000 	 -3.4827806861 	 -6.5381518034 	 -0.4935484714 	 -9.8284950284 	 2.6253348618 	 -12.1932238489 	 5.2818216217
2459599.5236981083 	 0.0000000000 	 -11.5444009300 	 -14.5366790063 	 -8.6709838445 	 -17.7554827781 	 -5.7813755195 	 -20.0104983842 	 -3.2721459774
2459599.7289033136 	 0.0000000000 	 -17.7576153531 	 -20.3736856578 	 -15.1666615318 	 -23.2407557438 	 -12.5987138823 	 -25.4062400294 	 -10.4832893473
2459599.9341085185 	 0.0000000000 	 -21.4236338636 	 -23.5715395535 	 -19.3479928862 	 -25.9833171970 	 -17.1297814559 	 -27.6134048748 	 -15.4799966126
